13001000016,2299.0,5.15,1920,1080,16.672857142857143,4.579999999999999,0.0,0.0
13001000100,1399.0,5.2,1280,720,41.95142857142857,12.075714285714284,2.5885714285714285,4.4871428571428575
13001000163,0,5.5,1920,1080,66.71428571428571,6.714285714285714,0.0,0.0
13001000226,699.0,5.0,1280,720,10.514285714285714,9.37142857142857,0.13714285714285715,5.305714285714286
13001000310,0,0,0,0,5.227142857142858,2.1942857142857144,0.3171428571428571,0.0
13001000352,1799.0,5.5,1280,720,39.82857142857143,39.82857142857143,1.6457142857142857,3.182857142857143
13001000478,1769.0,5.7,1920,1080,19.927142857142858,2.0,0.0,0.0
13001000562,1999.0,0,0,0,30.6125,30.6125,0.4125,0.0
13001000625,0,0,0,0,69.91857142857143,64.20428571428572,5.014285714285715,0.8099999999999999
13001000688,2479.0,5.0,1334,750,106.0,0.0,0.0,0.0
13001000793,0,8.0,1280,800,0.0,0.0,0.0,0.0
13001000856,1098.0,0,0,0,10.014285714285714,10.014285714285714,0.0,0.0
13001000877,2199.0,5.9,2160,1080,25.0,0.0,0.0,0.0
13001000898,8388.0,5.85,2436,1125,199.1142857142857,0.1142857142857143,0.1142857142857143,0.0
13001001003,8388.0,5.85,2436,1125,206.65714285714287,7.6571428571428575,1.2285714285714284,0.0
13001001024,3788.0,5.1,1920,1080,171.05857142857144,105.94714285714285,66.57142857142857,3.3757142857142854
13001001108,900.0,5.0,1280,720,43.55142857142857,38.83714285714285,0.42857142857142855,13.379999999999999
13001001150,2320.0,0,0,0,5.0,3.857142857142857,0.0,0.0
13001001213,2998.0,0,0,0,7.0685714285714285,6.652857142857143,0.5485714285714286,0.6614285714285713
13001001696,0,0,0,0,54.349999999999994,54.349999999999994,4.1,0.0
13001001738,2099.0,5.15,1920,1080,34.08571428571428,5.632857142857143,0.2785714285714286,0.35428571428571426
13001001927,1999.0,5.5,1960,1080,16.857142857142858,10.857142857142858,0.0,0.0
13001001969,2999.0,0,0,0,161.4257142857143,117.07857142857142,8.87142857142857,103.13571428571429
13001002095,2999.0,0,0,0,33.339999999999996,33.339999999999996,18.154285714285713,0.0
13001002116,1400.0,5.0,1920,1080,54.94857142857143,35.33,0.5828571428571429,29.732857142857142
13001002305,1299.0,5.2,1920,1080,36.93857142857143,7.9785714285714295,2.807142857142857,0.0
13001002368,6198.0,5.5,1920,1080,93.74285714285715,54.88571428571429,16.04285714285714,12.7
13001002431,6198.0,5.5,1920,1080,179.06285714285715,95.54857142857142,11.308571428571428,14.525714285714285
13001002557,3199.0,5.15,1920,1080,134.6875,44.23083333333333,37.23499999999999,3.8250000000000006
13001002599,0,0,0,0,32.505714285714284,7.5057142857142845,0.0,6.441428571428572
13001002767,1799.0,5.5,1920,1080,10.0,10.0,0.0,0.0
13001002893,389.0,0,0,0,5.0,3.857142857142857,0.0,0.0
13001002956,0,4.3,800,480,41.847142857142856,2.0,0.0,0.0
13001002998,1090.0,5.2,1920,1080,7.422857142857143,6.638571428571429,1.542857142857143,0.01
13001003082,0,0,0,0,18.900000000000002,15.069999999999999,7.43,0.0
13001003187,5530.0,5.5,1920,1080,36.0,1.3800000000000001,0.52,0.0
13001003250,2230.0,4.0,1136,640,83.40714285714284,73.81285714285715,18.13714285714286,11.575714285714286
13001003439,0,0,0,0,132.6142857142857,14.428571428571429,1.2428571428571427,13.185714285714287
