13001003628,3188.0,5.2,1920,1080,16.055714285714284,12.225714285714288,3.829999999999999,0.6557142857142857
13001003712,2399.0,5.5,1920,1080,37.43142857142857,2.4285714285714284,0.0,0.0
13001003733,4788.0,4.7,1334,750,25.0,4.96,0.9942857142857143,0.0
13001003754,0,5.0,1280,720,15.299999999999999,11.47,3.829999999999999,0.0
13001003796,0,4.0,800,480,5.0,5.0,0.0,0.0
13001003880,799.0,5.5,1920,1080,5.0,5.0,0.0,0.0
13001004006,929.0,5.5,1280,720,117.0,11.0,0.0,0.0
13001004111,2599.0,6.0,2160,1080,47.56285714285714,3.5628571428571427,1.5214285714285716,0.0
13001004237,4330.0,0,0,0,0.0,0.0,0.0,0.0
13001004930,759.0,5.5,1920,1080,71.75714285714287,17.74285714285714,0.0,0.7528571428571429
13001005119,3788.0,5.1,1920,1080,40.74666666666667,40.74666666666667,1.7699999999999998,10.0
13001005245,2499.0,5.5,1920,1080,9.36,7.41,3.51,0.0
13001005266,3999.0,5.99,2160,1080,83.0,5.0,0.0,0.0
13001005581,3199.0,5.15,1920,1080,44.199999999999996,7.928571428571429,2.6142857142857143,0.2857142857142857
13001005959,0,0,0,0,81.82571428571428,21.684285714285714,4.9399999999999995,0.0
13001006253,2000.0,6.0,1920,1080,124.53428571428572,58.39142857142857,0.0,41.35857142857143
13001006274,1899.0,6.44,1920,1080,73.65142857142857,43.43714285714286,7.304285714285714,14.822857142857144
13001006337,520.0,5.0,1280,720,199.0,0.0,0.0,0.0
13001006358,3688.0,5.2,1920,1080,106.0,0.0,0.0,0.0
13001006379,3650.0,5.5,1920,1080,125.98857142857142,118.46714285714287,35.58857142857143,0.7699999999999999
13001006400,3650.0,5.5,1920,1080,59.294285714285714,39.202857142857134,3.1128571428571425,8.074285714285713
13001006526,1199.0,5.0,1280,720,20.448,7.76,1.7100000000000002,0.05
13001006568,5530.0,5.5,1920,1080,136.02857142857144,30.02857142857143,0.0,0.0
13001006610,2479.0,5.0,1334,750,111.1,5.1,0.0,0.0
13001006631,3100.0,4.7,1334,750,36.5,26.75,0.0,0.0
13001006652,5328.0,4.7,1334,750,5.078571428571428,3.935714285714286,0.0642857142857143,0.0
13001006757,2199.0,5.0,1920,1080,51.035714285714285,-13.154285714285715,26.220000000000002,0.0
13001006820,3650.0,5.5,1920,1080,143.13571428571427,41.85,31.778571428571432,1.2857142857142858
13001006841,1899.0,6.44,1920,1080,26.84,23.32,1.7485714285714287,0.0
13001006862,1149.0,5.68,1920,1080,5.728571428571429,4.585714285714286,0.5142857142857143,0.0
13001006946,2299.0,5.5,1960,1080,24.0,24.0,4.3,0.0
13001007030,2998.0,0,0,0,150.72857142857146,135.25857142857143,34.714285714285715,42.987142857142864
13001007156,0,0,0,0,14.83,3.54,0.0,0.0
13001007198,799.0,5.5,1920,1080,76.35666666666667,76.35666666666667,14.06,4.3
13001007261,0,0,0,0,24.78,24.78,19.76571428571429,0.0
13001007282,3188.0,5.2,1920,1080,55.721428571428575,5.721428571428571,5.721428571428571,0.0
13001007555,2399.0,5.5,1920,1080,62.212857142857146,2.0,0.0,0.0
13001007618,998.0,5.0,960,540,10.0,10.0,0.0,0.0
13001007660,0,0,0,0,6.0600000000000005,4.917142857142857,0.6428571428571429,0.36
13001007828,3200.0,5.7,1920,1080,50.121428571428574,3.1499999999999995,0.0,0.0
13001007849,899.0,5.5,1280,720,31.524285714285714,26.334285714285716,9.85,0.0
13001007870,599.0,5.0,1280,720,17.916666666666668,16.923333333333336,0.0,16.656666666666666
13001007975,1849.0,5.5,1920,1080,12.629999999999999,6.63,0.9,0.58
13001007996,0,0,0,0,13.769999999999998,10.33,3.4499999999999997,0.0
13001008017,0,5.5,1920,1080,15.129999999999999,11.349999999999998,3.7800000000000002,0.0
13001008038,3200.0,5.7,1920,1080,110.77777777777777,29.053333333333327,0.0,13.017777777777777
13001008059,2599.0,3.5,960,480,123.47285714285714,2.6599999999999997,0.0,0.0
13001008080,1849.0,5.5,1920,1080,10.0,10.0,0.0,0.0
13001008227,1799.0,5.5,1280,720,79.57142857142857,3.5714285714285716,0.0,0.0
13001008311,5688.0,0,2960,1440,61.03285714285715,26.412857142857142,1.0857142857142856,23.752857142857145
13001008500,0,5.99,2160,1080,96.42428571428572,71.76714285714284,54.96142857142858,0.04285714285714286
13001008521,0,0,0,0,50.0,1.53,1.35,0.0
13001008605,699.0,5.5,1280,720,16.99,10.989999999999998,4.990000000000001,0.0
13001008836,1599.0,5.0,1280,720,130.36428571428573,87.45285714285714,11.835714285714287,31.41714285714286
13001008878,2999.0,0,0,0,5.668571428571428,0.6685714285714287,0.32142857142857145,0.34714285714285714
13001008920,0,0,0,0,36.83571428571429,6.835714285714286,1.9071428571428573,4.928571428571429
13001009046,600.0,4.7,1280,720,31.055714285714284,30.949999999999996,20.554285714285715,1.5957142857142856
13001009067,16000.0,5.0,1920,1080,6.921428571428572,6.921428571428572,1.2599999999999998,0.004285714285714286
13001009235,1799.0,5.5,1280,720,17.60142857142857,13.771428571428572,3.829999999999999,2.301428571428571
13001009277,5688.0,5.5,2560,1440,32.55571428571428,6.21,0.0,0.0
13001009298,0,3.67,800,480,5.0,5.0,0.0,0.0
13001009319,8388.0,5.85,2436,1125,134.34857142857143,16.34857142857143,2.777142857142857,0.0
